Months,CHN,SEA,EAS,USA,EUR,Total
657,-3700,-5500,2000,400,-1200,-8000
658,9100,3700,2900,1000,0,16700
659,0,-3500,-1100,-800,-950,-6350
660,-3000,7200,-8100,15200,-1200,10100
661,-2900,-400,7200,9300,1950,15150
662,11300,4600,-11700,-1000,-950,2250
663,-2800,-5400,3900,9100,2900,7700
664,-2800,-6400,10100,-800,0,100
665,200,4600,2000,-2800,0,4000
666,-6400,900,1800,-8800,0,-12500
667,8300,-9000,2900,12000,0,14200
668,-2500,1600,6700,-15000,0,-9200
669,9100,-3400,-5400,17600,0,17900
670,-6700,3700,-6100,0,0,-9100
671,11400,-5400,1100,6400,-1200,12300
672,-7600,18600,-100,4400,-1200,14100
673,8200,-8200,12600,2600,-1200,14000
674,-2800,6500,3900,-2800,-950,3850
675,8400,-6100,-2700,2200,-2150,-350
676,-2800,-6400,3600,5500,750,650
677,-3000,9200,-8500,6900,750,5350
678,-2700,6500,-1700,2000,-950,3150
679,10400,2900,6600,-9700,1950,12150
680,1100,4500,11800,-2700,1950,16650
681,-3000,-6100,200,12000,-950,2150
682,-900,-9200,3600,-4500,1700,-9300
683,-8500,22100,100,1100,1950,16750
684,11400,-600,-4100,-6400,-950,-650
685,-2900,-2800,4400,7800,-2150,4350
686,-5400,9300,-1900,-700,1700,3000
687,12000,-8200,1200,8100,1950,15050
688,-3000,900,4800,2000,-950,3750
689,-6400,-3600,5700,-1000,-950,-6250
690,11100,10400,-3600,-3900,2900,16900
691,100,9400,-5400,-15900,1950,-9850
692,-4800,-2700,6400,6600,0,5500
693,-800,-5600,2900,-800,-1200,-5500
694,8200,-6400,2800,14000,0,18600
695,-2000,7300,100,-9000,0,-3600
696,200,9200,-100,-1800,0,7500
697,-3700,200,-3600,1000,0,-6100
698,12000,-5600,7600,5400,0,19400
699,-900,400,-5400,-2000,0,-7900
700,-4800,3700,3600,4200,0,6700
701,-3700,-2700,-900,10200,0,2900
702,12200,-2800,2000,-5800,0,5600
703,0,600,3800,15400,-11400,8400
704,100,-3500,-3000,-1600,0,-8000
705,100,-5600,700,12200,-950,6450
706,-3000,-6200,1100,2000,12000,5900
707,0,3800,1800,7300,1950,14850
708,200,6500,-800,-13800,-950,-8850
709,-4700,3000,2900,9100,2900,13200
710,-1500,7300,700,-2600,0,3900
711,3400,3800,4000,-9800,-1200,200
712,-4700,3700,-10400,15400,0,4000
713,9100,-5400,200,-1000,0,2900
714,1000,3700,3900,-2800,0,5800
715,-3700,-2700,14900,-1000,0,7500
716,9500,6800,-1700,-2000,0,12600
717,100,-9000,-1000,400,-1200,-10700
718,-3000,-5400,200,14200,-1200,4800
719,-3500,-9100,3800,-2000,0,-10800
720,-2800,6400,2000,14000,-950,18650
721,6300,3700,5700,2000,-950,16750
722,11200,11500,-2700,-5900,2900,17000
723,-3000,-5900,-2500,11100,1950,1650
724,-3000,19300,-1000,-9400,-1200,4700
725,200,-8300,1900,19200,-10200,2800
726,-6300,6500,-7000,-3000,-950,-10750
727,9200,-3300,3900,9400,-2150,17050
728,-4500,4500,-900,-10700,13700,2100
729,10200,-6300,13200,4300,1950,23350
730,0,4400,800,-9800,0,-4600
731,-700,-1900,1000,2000,-950,-550
732,-1700,-6500,3000,7600,-12350,-9950
733,-3600,-600,200,4300,2900,3200
734,12000,11100,-5100,8100,13950,40050
735,0,6400,-8000,5400,-10200,-6400
736,-2800,100,13800,9400,0,20500
737,-6600,6500,800,-9800,12000,2900
738,12000,400,7600,8200,0,28200
739,-3000,-5100,-600,-800,0,-9500
740,-900,-9100,6700,7400,-1200,2900
741,-1800,4600,3000,10200,-10200,5800
742,-6600,6700,1200,-12800,-950,-12450
743,11400,-12200,2600,12400,10800,25000
744,-1900,-2800,100,-2700,750,-6550
745,0,4000,1100,-1900,1950,5150
746,-3000,18900,-14400,0,-950,550
747,8500,-5400,-100,11200,0,14200
748,0,-6400,-1000,400,-950,-7950
749,-3000,-8400,16800,10100,2900,18400
750,-2800,15900,4000,-4700,1950,14350
751,5400,3900,1200,-7000,0,3500
752,-3900,-2700,3900,6400,0,3700
753,11300,1100,800,-11800,0,1400
754,-4800,-3300,-700,13000,0,4200
755,0,3700,-5900,-8400,-1200,-11800
756,-3600,4400,-1500,3400,0,2700
757,9400,600,16800,-9000,0,17800
758,-3500,-2500,-2600,8000,0,-600
759,-6500,6400,4800,-12600,-1200,-9100
760,10000,-3500,2900,8400,-1200,16600
761,300,7200,-1500,-1200,-1200,3600
762,-3800,-8400,2700,3200,-950,-7250
763,9000,6500,1900,1100,1950,20450
764,-3000,100,-1800,1000,-950,-4650
765,0,3600,3800,-3900,1950,5450
766,0,-800,-11400,7500,1950,-2750
767,-800,10100,-12800,10000,-950,5550
768,1100,-5400,12200,-7900,2900,2900
769,0,-8200,3000,0,0,-5200
770,-3900,-3500,1000,12000,0,5600
771,-1400,3800,2800,9200,0,14400
772,11100,-2700,-2100,1200,0,7500
773,-2700,-8600,16800,12000,0,17500
774,0,5600,2900,-3000,0,5500
775,0,-3500,-1100,12200,0,7600
776,-3800,22100,-2100,-11600,0,4600
777,11400,-6300,-2400,12400,0,15100
778,1100,-5500,-200,-1800,0,-6400
779,-5700,9300,-2000,12200,0,13800
780,-5600,-6300,5800,-1000,0,-7100
781,4600,9300,-7000,9400,0,16300
782,8500,9100,4700,-6600,0,15700
783,1000,-5600,800,-1800,0,-5600
784,-900,-6500,4700,9400,0,6700
785,1000,10200,-3700,-12000,0,-4500
786,0,-1900,5800,-11000,0,-7100
787,-800,200,8000,11200,0,18600
788,200,6600,-1800,-13000,0,-8000
789,-800,-8200,3000,10000,0,4000
790,-4500,6400,-9000,13000,0,5900
791,8200,-5500,-200,1200,0,3700
792,1000,800,3000,1000,0,5800
793,-6700,-6300,17700,1000,0,5700
794,300,10000,-3100,200,0,7400
795,12000,6700,-1000,-14600,0,3100
796,-2800,-2900,1100,11200,0,6600
797,0,-12100,4800,-1000,0,-8300
798,100,10200,-2100,-600,0,7600
799,100,9200,-1800,-800,0,6700
800,-2700,-5800,4700,-2800,0,-6600
801,0,-5500,2900,12000,0,9400
802,-6400,9200,1000,-12000,0,-8200
803,12000,-2800,1900,8000,0,19100
804,100,-700,-1900,1200,-1200,-2500
805,100,4200,-900,4000,0,7400
806,100,200,-2100,-3600,0,-5400
807,-2900,-5400,2000,11200,0,4900
808,100,-11300,1800,13200,0,3800
809,-6400,6500,-6100,8400,-11400,-9000
810,12000,-3400,100,11000,0,19700
811,200,1500,13000,-9000,11050,16750
812,-5500,9300,2000,0,0,5800
813,-6500,6700,-11700,-900,1950,-10450
814,12000,-5500,1100,11200,-2150,16650
815,-3600,-3500,3800,-3900,2900,-4300
816,9000,7400,1000,200,0,17600
817,-8600,400,-2800,2200,0,-8800
818,8400,6700,1100,1000,0,17200
819,-3800,-5600,14000,1000,0,5600
820,11100,-2700,500,9600,0,18500
821,1100,6600,-2600,-14000,0,-8900
822,-5800,-5300,4900,-800,0,-7000
823,-2800,-9400,3900,14000,0,5700
824,-3600,-2600,200,-1000,0,-7000
825,9000,1100,3900,4000,0,18000
826,0,2800,2100,-1800,0,3100
827,-900,-2800,1900,11200,-1200,8200
828,-3700,-800,0,1000,0,-3500
829,10100,21600,-6400,-10000,0,15300
830,-2800,4500,2700,-10800,-950,-7350
831,0,-11400,4800,13000,-950,5450
832,-3000,4100,-13400,12300,1700,1700
833,8400,-11000,4000,-2900,1950,450
834,100,6600,100,-15400,-2400,-11000
835,100,3800,1700,-2200,-1200,2200
836,0,-8200,1200,11000,-950,3050
837,0,-2000,3000,4000,-950,4050
838,-2700,-9300,17700,-4300,-450,950
839,-2800,4600,3000,2000,-950,5850
840,8200,3800,1100,-12900,1950,2150
841,0,-6300,2000,6100,1950,3750
842,-2700,100,-5000,300,1950,-5350
843,-800,3800,200,200,-2150,1250
844,1100,5700,0,8100,2900,17800
845,-3500,-8400,6700,-5900,1950,-9150
846,9200,18400,3800,-1000,0,30400
847,100,-3700,-4000,4200,0,-3400
848,-2900,7300,1000,200,0,5600
849,-800,3800,100,-10800,-1200,-8900
850,1000,-9000,-12100,23400,0,3300
851,-6400,4300,-7000,11000,-950,950
852,12100,3700,-7100,-2600,-1200,4900
853,0,-6600,14000,9300,1950,18650
854,-3900,7400,2900,-11800,-950,-6350
855,1000,9300,100,-7700,2900,5600
856,0,-700,2800,6400,0,8500
857,200,-5400,-900,9200,-1200,1900
858,-2800,12200,10300,0,0,19700
859,11300,-9100,3800,10000,-950,15050
860,-2700,-2700,12100,9000,0,15700
861,-6700,21300,-1000,-12500,1950,3050
862,-2700,-8300,3800,10300,750,3850
863,9000,3800,2000,-9000,0,5800
864,-4400,-800,0,11000,0,5800
865,10200,7500,2100,-13800,0,6000
866,-5700,-2800,1000,13000,0,5500
867,-600,-3500,1900,7000,0,4800
868,5500,10200,1100,-10800,-1200,4800
869,-2000,200,-4800,200,0,-6400
870,-700,-2500,3000,4400,-950,3250
871,9200,-5400,1800,-800,0,4800
872,-900,-2600,-1700,7100,1950,3850
873,-1800,9500,1200,-9500,1950,1350
874,-9400,-2700,600,2400,0,-9100
875,12100,-11900,800,14400,-1200,14200
876,0,1800,2100,-10800,-1200,-8100
877,-3900,3700,-100,2200,0,1900
878,12200,-3300,-3100,-3000,-2400,400
879,-2800,4400,3600,2200,-950,6450
880,-2800,700,2700,-8800,0,-8200
881,100,-9000,1100,8100,1000,1300
882,-4700,4500,2000,-10000,-950,-9150
883,10200,-6300,3600,7300,2900,17700
884,-2700,-6400,2600,10300,1950,5750
885,-4300,19300,-8200,-4800,-950,1050
886,13100,3800,-11100,-4700,2900,4000
887,-900,1000,4100,9000,0,13200
888,-2000,-8100,-9300,12400,0,-7000
889,-3000,-9100,13800,14200,0,15900
890,-3600,-3500,2900,11000,0,6800
891,9000,6700,10100,2200,0,28000
892,0,6900,-2500,-1800,0,2600
893,-3000,-8100,13200,1200,-1200,2100
894,-9400,5800,4900,14000,0,15300
895,-800,-9100,3900,-1000,0,-7000
896,10000,6700,-700,0,0,16000
897,11300,3700,6700,-17600,0,4100
898,100,8500,-900,-4000,0,3700
899,-3900,-5300,-1000,15800,-3600,2000
900,-4500,15700,-1200,-7800,0,2200
901,-1700,3700,-8900,11000,-950,3150
902,9400,-8600,3800,1000,-950,4650
903,-5400,-300,-3000,3700,1950,-3050
904,300,-6400,13900,-4900,1950,4850
905,8100,16500,-10000,1200,-950,14850
906,1200,1300,-11800,-4900,2900,-11300
907,-2900,-2600,11900,6500,1950,14850
908,-2800,6700,-4300,-11200,-1200,-12800
909,10300,-6200,1800,8600,-1200,13300
910,-4800,7700,7300,-5600,-1200,3400
911,-800,-12100,5700,10200,-950,2050
912,1000,1100,-8800,9000,-950,1350
913,-3700,6400,1000,-900,2900,5700
914,12000,1000,2100,-1900,1950,15150
915,100,-3500,15800,-7600,0,4800
916,-12100,10000,800,5200,0,3900
917,12000,-4900,5800,-9800,-1200,1900
918,200,3800,-9900,7200,0,1300
919,-6500,-5600,3800,4200,-2150,-6250
920,12000,600,14000,3200,-2150,27650
921,200,-8900,100,10300,1700,3400
922,-5600,7200,4800,-12900,1000,-5500
923,-4500,-3400,-700,-1000,0,-9600
924,13000,-6100,2100,4300,1950,15250
925,100,16500,3900,-1800,-950,17750
926,0,3900,-1600,-13900,2900,-8700
927,0,-11800,-1600,18400,0,5000
928,-900,1700,3000,-11000,0,-7200
929,-1800,-2000,15900,4000,0,16100
930,-900,-3400,-800,-2000,0,-7100
931,-1700,-5200,-1700,11000,0,2400
932,-900,3700,3900,-13800,0,-7100
933,1000,15700,-800,1000,0,16900
934,-6600,-6000,4900,11200,0,3500
935,12000,7200,-2000,-10800,0,6400
936,0,3900,2100,-1800,0,4200
937,-2700,-2600,1100,-2800,-1200,-8200
938,-900,6500,2000,-600,-1200,5800
939,1100,-6400,7600,-7600,0,-5300
940,-3800,-600,-2700,11000,-950,2950
941,9100,16500,1900,-9000,-950,17550
942,0,6400,1000,-2500,500,5400
943,0,-3300,-800,-3700,750,-7050
944,100,7400,-1800,-1000,-950,3750
945,-3000,3700,1800,1600,-1200,2900
946,100,-6400,800,-1600,-2150,-9250
947,-3800,4600,800,500,750,2850
948,9300,3600,-100,-10700,1950,4050
949,-2800,-2500,2100,8200,-1900,3100
950,-2700,3600,-800,-10900,1950,-8850
951,-6600,-6400,4800,9100,2900,3800
952,12000,4600,800,-10800,-950,5650
953,-6600,6700,-700,1100,2900,3400
954,8100,-6300,2000,10100,1950,15850
955,1000,-5400,-800,-1000,0,-6200
956,-6600,6600,4900,-13600,0,-8700
957,12100,5600,1900,10000,0,29600
958,0,7200,2600,-1600,0,8200
959,-2900,9400,-4000,-7600,-1200,-6300
960,-2900,-2400,-4500,14200,-1200,3200
961,-700,-5300,-3800,-800,0,-10600
962,7400,-6200,3900,11000,-950,15150
963,-800,4600,-100,-10800,-950,-8050
964,-9100,9400,2100,-1900,2900,3400
965,8400,-2600,-1000,-4700,1950,2050
966,11200,-8300,-8200,20200,0,14900
967,-2000,6700,-1900,-11600,0,-8800
968,0,-9100,9500,5400,0,5800
969,-8600,7400,15000,-7800,-1200,4800
970,5600,6400,-6100,10000,0,15900
971,8500,-9100,900,3000,-950,2350
972,0,2000,12300,0,0,14300
973,0,3800,1100,-700,750,4950
974,-5800,-6400,6700,-1800,-950,-8250
975,11200,7300,-7100,6500,1700,19600
976,-2800,6800,-2500,-14000,0,-12500
977,200,-2600,9900,7400,0,14900
978,-2800,1100,-8400,3800,-3350,-9650
979,-6300,-6400,4800,11000,-950,2150
980,9000,-2700,10000,11300,2900,30500
981,0,-9000,4600,-6500,1000,-9900
982,-4500,18500,-3700,3000,-950,12350
983,13000,2000,4000,-17700,2900,4200
984,100,-12000,6700,8300,750,3850
985,-2700,7300,1000,-10000,0,-4400
986,-900,3600,2900,0,0,5600
987,100,-700,-4900,200,0,-5300
988,-1700,3700,5700,-2800,0,4900
989,-3800,7500,-1700,3000,0,5000
990,5300,-2600,200,2000,0,4900
991,-1700,-6300,3800,-3000,0,-7200
992,-800,-8500,1100,15000,0,6800
993,12000,6000,200,-1000,0,17200
994,100,-3500,-1700,10000,0,4900
995,0,13600,6600,1000,0,21200
996,0,9300,-10900,-800,-1200,-3600
997,0,-800,-900,9000,0,7300
998,-5700,7200,13400,-6600,-950,7350
999,-1600,-2800,-4700,14000,0,4900
1000,2000,-5500,800,-6700,1950,-7450
1001,-3700,700,2100,2000,-950,150
1002,9200,-9100,4800,-2500,500,2900
1003,100,4700,-12200,12400,0,5000
1004,100,700,1000,-8800,-1200,-8200
1005,-2700,-6100,15100,6200,-950,11550
1006,-3600,7700,-2500,-10000,-950,-9350
1007,8300,1000,2000,-1900,2900,12300
1008,1000,-9100,3000,-4900,1950,-8050
1009,-800,1800,2700,200,0,3900
1010,-1800,3800,100,-11000,0,-8900
1011,0,-6400,1100,20200,-10200,4700
1012,-3800,1900,-6100,15000,0,7000
1013,6200,6500,-8900,0,12000,15800
1014,0,-5600,15800,11000,0,21200
1015,5500,9600,-4500,-6800,-1200,2600
1016,-5700,3700,14600,3200,0,15800
1017,8400,9200,-8900,-3800,0,4900
1018,200,-8300,-900,14000,-950,4050
1019,-900,900,900,-10800,-950,-10850
1020,-4800,-6300,14700,9500,2900,16000
1021,11400,1700,2800,-2700,750,13950
1022,-4500,6500,-11300,-2600,0,-11900
1023,-900,-6200,2900,9200,0,5000
1024,-800,1400,14700,-12600,0,2700
1025,1000,6600,-200,-1600,0,5800
1026,100,3800,-9900,0,0,-6000
1027,-3400,-2800,0,9200,-1200,1800
1028,11100,-6200,-700,11000,0,15200
1029,-2000,-9200,18600,-1800,-950,4650
1030,-2800,9200,1800,-600,-1200,6400
1031,0,9300,-2700,-2900,1950,5650
1032,8200,-5600,7600,8400,-950,17650
1033,-3900,11400,-1800,-900,2900,7700
1034,1100,-2300,-6300,5000,0,-2500
1035,-3800,6500,1400,2600,0,6700
1036,-5400,-6300,0,14000,0,2300
1037,12200,-5600,900,-1800,-1200,4500
1038,-3000,12800,3900,5000,0,18700
1039,-2600,-6600,2800,-800,-950,-8150
1040,-700,-5500,200,10000,0,4000
1041,9000,18500,6600,-17500,1950,18550
1042,0,0,-9900,9100,1950,1150
1043,0,1700,4600,-13600,0,-7300
1044,-2700,-3300,1100,8200,0,3300
1045,-5600,10000,4800,-13800,0,-4600
1046,11300,3700,100,0,0,15100
1047,-3600,-5600,3600,-1800,0,-7400
1048,1000,-9400,5700,10200,0,7500
1049,-700,100,-1900,-3000,0,-5500
1050,-4600,-600,-1000,8200,0,2000
1051,-700,6600,200,200,-1200,5100
1052,6200,-3400,3900,11200,0,17900
1053,-800,17000,-2500,-1800,-1200,10700
1054,6300,-2600,-700,3400,-2400,4000
1055,-2800,-6600,4800,11400,-2150,4650
1056,10400,4600,1000,-12000,0,4000
1057,-1900,-8900,1200,10100,1950,2450
1058,-2900,-2500,-800,-800,-1900,-8900
1059,-3400,-3400,-1700,4100,2900,-1500
1060,3800,11400,3900,-6700,1950,14350
1061,-6500,4600,4800,200,-950,2150
1062,12000,6500,200,6100,2900,27700
1063,0,-2100,4800,-9000,0,-6300
1064,-2900,-3400,-2900,14200,0,5000
1065,-600,-5300,3000,-6800,0,-9700
1066,12100,13000,3000,200,-1200,27100
1067,0,-6100,200,-2000,0,-7900
1068,-800,-11100,2100,12000,0,2200
1069,1000,800,-9800,13200,-2150,3050
1070,-2800,15800,3000,-9800,-2150,4050
1071,-3000,-2800,16800,6500,2900,20400
1072,-3900,9400,-1800,-13900,1000,-9200
1073,8500,9300,100,200,-2150,15950
1074,1000,-3400,-1700,-3900,2900,-5100
1075,-2800,7300,4800,-5700,1950,5550
1076,100,-2600,-10100,7200,0,-5400
1077,-3800,-6400,2900,14000,0,6700
1078,9000,10000,12000,2000,0,33000
1079,0,0,0,-2000,0,-2000
1080,200,0,-1000,10000,0,9200
1081,0,-2600,-800,-2800,-1200,-7400
1082,-3000,-2600,-2000,15400,-1200,6600
1083,-6300,9200,1000,-10400,-4550,-11050
1084,8100,-11100,6700,13000,0,16700
1085,100,-600,-1800,-3900,1950,-4250
1086,-2000,7600,-4400,3000,-950,3250
1087,11200,-8400,5700,-7900,1950,2550
1088,-2900,3700,-100,3200,-1900,2000
1089,-2900,-6400,2500,13700,500,7400
1090,200,7500,-2700,-16900,1950,-9950
1091,-7500,6400,2900,2100,1000,4900
1092,10000,200,-800,-2800,-950,5650
1093,-3000,900,-7000,10300,1700,2900
1094,-1700,-5600,5700,-6700,1950,-6350
1095,10000,9400,-1800,13200,-10200,20600
1096,-5800,-2700,14000,-2900,1950,4550
1097,-800,200,-1800,13200,-1200,9600
1098,6300,6900,-23700,11200,12000,12700
1099,100,-5500,100,10000,-950,3750
1100,0,-5400,16900,-5600,-950,4950
1101,-6600,3700,2700,1300,2900,4000
1102,8200,-5400,13100,8300,750,24950
1103,1000,3700,1100,-1800,-10200,-6200
1104,-6600,-800,2600,12400,0,7600
1105,8100,7300,-200,-8800,12000,18400
1106,100,-600,-2700,9000,0,5800
1107,1200,-5700,-1900,-800,0,-7200
1108,-800,-11100,4600,9200,0,1900
1109,-5600,21500,-1600,-11800,0,2500
1110,12000,-11900,3000,14200,-1200,16100
1111,100,1600,2900,-13000,0,-8400
1112,-5800,900,6700,6200,-2150,5850
1113,6400,-800,0,2000,0,7600
1114,2200,10100,-11900,4100,1950,6450
1115,-900,-9100,-1000,2200,0,-8800
1116,-2700,-2800,14000,5100,1950,15550
1117,-5600,6500,800,5200,0,6900
1118,12000,5900,1100,-3800,-1200,14000
1119,-3700,100,-2000,11200,0,5600
1120,-5500,-5200,-2200,3400,0,-9500
1121,5400,8600,-2900,13200,-950,23350
1122,12200,-11100,6700,-3000,-950,3850
1123,-2800,3700,-9400,10500,2900,4900
1124,-6700,6500,5800,-7700,1950,-150
1125,-5500,9400,6200,4400,-1200,13300
1126,12100,-9100,3900,7200,0,14100
1127,-7300,7200,5700,-800,-10200,-5400
1128,10200,-6300,3900,9000,0,16800
1129,-3800,18700,200,-13800,12000,13300
1130,12100,-5400,-3200,13400,0,16900
1131,0,-3300,-700,4400,-10200,-9800
1132,-5800,4800,2800,2400,0,4200
1133,-3000,-8100,3100,-1800,0,-9800
1134,8200,3700,2700,1400,12000,28000
1135,200,-6300,-800,10200,-1200,2100
1136,-2800,-8500,3600,2200,0,-5500
1137,-6600,6600,200,-9000,-950,-9750
1138,12200,5900,200,8000,0,26300
1139,-2800,7100,2700,-2100,750,5650
1140,0,700,1100,-7800,-2150,-8150
1141,0,1000,-5200,6100,2900,4800
1142,-3900,-5500,1100,2200,-1200,-7300
1143,6700,9300,-19700,18600,-950,13950
1144,-3800,-6300,13100,2000,-950,4050
1145,9100,4500,2900,-900,2900,18500
1146,-900,9400,-2200,-3500,1950,4750
1147,-1700,-3600,-3900,13200,0,4000
1148,100,4500,2700,-15600,0,-8300
1149,-3600,-2700,15000,7200,0,15900
1150,9000,-6400,1700,13400,-1200,16500
1151,-8600,-2600,15000,3200,-1200,5800
1152,8400,8500,2000,11000,-950,28950
1153,-7500,-2700,2900,2000,0,-5300
1154,10000,12000,0,8100,1950,32050
1155,0,9300,-900,-9800,-2150,-3550
1156,0,-2800,-2300,7700,1700,4300
1157,0,-2700,-200,9400,-11150,-4650
1158,0,-5600,3900,7200,0,5500
1159,-4700,-700,-10400,5700,13950,3850
1160,10200,4300,1000,2000,-950,16550
1161,100,-5400,13000,-3700,1700,5700
1162,200,6500,-3100,1200,0,4800
1163,0,-8500,200,2000,-950,-7250
1164,-2800,-9200,6400,11200,0,5600
1165,-3800,7400,100,-10900,1950,-5250
1166,9000,6900,-5300,4400,-3350,11650
1167,-2800,-3400,2700,-7500,2900,-8100
1168,0,-5500,3900,9200,-950,6650
1169,100,3700,2000,-14800,0,-9000
1170,-900,5900,-1000,9300,1950,15250
1171,-2000,-8400,3900,13000,-950,5550
1172,11300,12900,2900,-13900,2900,16100
1173,-5700,6400,-7200,14200,-1200,6500
1174,-800,-2500,-1700,-3000,0,-8000
1175,-1700,6400,1900,0,0,6600
1176,-800,-3300,7900,400,0,4200
1177,6200,7400,1100,3000,0,17700
1178,-900,-5400,1800,-2600,0,-7100
1179,200,-5600,1000,9000,0,4600
1180,-2800,3600,1900,-6800,-1200,-5300
1181,9200,3600,-4300,10200,0,18700
1182,0,100,-2100,10200,-950,7250
1183,-2800,9300,-11300,-600,0,-5400
1184,-10200,-2600,13100,11100,1950,13350
1185,11200,-5400,200,-3000,-950,2050
1186,2000,-8900,15000,7100,2900,18100
1187,-3600,1500,3900,-10000,0,-8200
1188,8100,6400,-200,3400,-1200,16500
1189,1000,-3500,1000,10200,-1200,7500
1190,-2700,7100,-800,-10000,0,-6400
1191,-3000,6500,-8100,13000,0,8400
1192,-700,-5600,2900,-1000,-950,-5350
1193,12200,200,-2800,9000,-950,17650
1194,-2900,6400,13000,-11700,1700,6500
1195,0,0,1900,6300,1950,10150
1196,-2900,200,-2800,2000,0,-3500
1197,-3000,-5500,1100,12000,0,4600
1198,-1500,-6200,100,-1000,0,-8600
1199,13000,4600,100,1000,0,18700
1200,0,3700,200,-13000,0,-9100
1201,-3000,1200,-7200,12400,0,3400
1202,0,-2500,200,8200,0,5900
1203,-2800,-3400,12200,-3000,0,3000
1204,-3800,-10900,4000,14000,0,3300
1205,9200,15600,1100,-7000,0,18900
1206,-3000,-9200,3900,13000,0,4700
1207,100,-2600,-1100,-1800,0,-5400
1208,-3900,2900,3900,13200,-1200,14900
1209,11300,-3400,-800,400,-2400,5100
1210,-2000,16700,200,-8000,-950,5950
1211,-2800,-6400,4800,12000,0,7600
1212,100,-3400,100,-4900,1950,-6150
1213,0,16500,2000,-11000,-1900,5600
1214,0,6200,0,-10900,2900,-1800
1215,100,-2800,-3700,9100,1950,4650
1216,0,3700,1100,-11000,0,-6200
1217,100,-9200,700,12500,750,4850
1218,-900,4600,200,1000,0,4900
1219,-2800,9200,100,-11600,-1200,-6300
1220,12000,-6300,4800,9200,0,19700
1221,-2700,-2700,2900,-1000,-950,-4450
1222,0,11200,0,11000,0,22200
1223,0,10300,-3600,-14900,1950,-6250
1224,-3000,-5500,1100,13000,-950,4650
1225,100,-5600,2800,-4700,1700,-5700
1226,-6600,-3500,2900,24200,-10200,6800
1227,11100,10300,-3600,-11000,12000,18800
1228,1100,-8400,200,12000,0,4900
1229,100,4400,-2400,-14800,0,-12700
1230,-5500,0,1100,11000,0,6600
1231,11300,600,6600,-14600,0,3900
1232,0,-2700,2000,7200,0,6500
1233,-3700,-3000,-1500,-4400,-1200,-13800
1234,1000,4400,5700,-3600,-1200,6300
1235,100,900,-1700,5000,-950,3350
1236,-2900,-9000,3000,-3000,-950,-12850
1237,100,-5600,1900,8300,1700,6400
1238,-3700,3600,2800,-11900,1950,-7250
1239,12100,12800,-9900,14200,-2150,27050
1240,-800,-5400,-800,-1000,-950,-8950
1241,-1800,6500,2000,-2900,2900,6700
1242,-3000,-3400,13100,-5500,750,1950
1243,-1700,1800,-1300,1400,0,200
1244,7400,-700,1100,-4800,-950,2050
1245,0,-3600,-6900,15000,0,4500
1246,100,9400,-1100,-9500,1950,850
1247,-2800,-2900,9100,16400,-2150,17650
1248,0,-9100,5800,2700,1700,1100
1249,100,9200,800,-4600,0,5500
1250,-6500,3600,-4300,13000,-950,4850
1251,12100,21300,-11900,-3000,0,18500
1252,100,-5500,1000,7100,1950,4650
1253,100,-5800,11100,3000,-950,7450
1254,-5700,9300,1000,-15700,2900,-8200
1255,10300,-8200,15900,10000,0,28000
1256,1000,9700,-5400,-10800,-1200,-6700
1257,-5800,-2700,-1000,12200,0,2700
1258,0,900,-4200,8200,0,4900
1259,200,-14100,6700,1000,0,-6200
1260,0,9400,-1800,0,0,7600
1261,-4700,-300,7600,-1800,0,800
1262,10100,4600,2000,200,0,16900
1263,-2800,-6000,300,-2000,0,-10500
1264,8300,4600,-800,4000,0,16100
1265,-5700,900,4800,3000,0,3000
1266,100,1000,-8300,-1600,-1200,-10000
1267,0,-2800,100,11000,0,8300
1268,-6500,6400,-200,-6800,0,-7100
1269,9300,-6300,16800,7200,-950,26050
1270,-3700,1700,2900,-6800,-2150,-8050
1271,9000,900,3900,100,1950,15850
1272,0,6800,-14700,-6700,2900,-11700
1273,-3000,-5300,1100,15000,0,7800
1274,-3000,900,5800,-11800,0,-8100
1275,-1600,-9200,13700,10400,-1200,12100
1276,10400,10100,-2900,3200,-1200,19600
1277,-2800,-6400,200,0,-950,-9950
1278,100,-11900,-6600,21400,0,3000
1279,-6500,16800,-700,-9900,1950,1650
